ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
671,-46674601,-23526041,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 2,"Av Francisco Matarazzo, s/n",3672-8271/3673-2741,Barra Funda,,7,4,,163
672,-46674601,-23526041,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 3,"Av Francisco Matarazzo, s/n",3672-8271/3673-2741,Barra Funda,,7,4,,178
673,-46674601,-23526041,355030806000004,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Shopping West Plaza - bloco B,Sala 4,"Av Francisco Matarazzo, s/n",3672-8271/3673-2741,Barra Funda,,7,4,,170
674,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 1,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,224
675,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 10,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,362
676,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 11,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,239
677,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 2,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,225
678,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 3,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,255
679,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 4,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,205
680,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 5,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,218
681,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 6,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,217
682,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 7,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,272
683,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 8,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,234
684,-46636746,-23598581,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Shopping Santa Cruz,Sala 9,"R Domingos de Morais, 2.564",6192-9232,Vila Mariana,,7,4,,186
685,-46635172,-23594058,355030890000058,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Museu Lasar SeGal,Cine SeGal,"R Berta, 111",5574-7322,Vila Mariana,,7,4,,95
686,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 6,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,243
687,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 5,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,147
688,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 4,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,147
689,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 2,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,271
690,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 1,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,147
691,-46626843,-23619347,355030827000002,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Shopping Plaza Sul,Sala 3,"Av Prof. Abrahao de Moraes, 1.711",5073-8642,Sa?de,,7,4,,147
692,-46590867,-23616613,355030868000270,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,Urnas - Heliopolis,,"R Mina, 38",,Vila Heliopolis,,7,4,,
693,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 1,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,345
694,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 2,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,385
695,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 3,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,176
696,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 4,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,135
697,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 5,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,177
698,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 6,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,134
699,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 7,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,305
700,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 8,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,304
701,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 9,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,304
702,-46585363,-23593118,355030893000158,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Shopping Central Plaza,Sala 10,"Av Dr Francisco Mesquita, 1.000",6914-1003,Vila Prudente,,7,4,,526
703,-46656030,-23587686,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu de Arte Moderna - MAM,Auditorio Lina Bo Bardi,"Pq. Ibirapuera, s/n - portão 3",5549-9688,Moema,,7,4,,200
704,-46645613,-23570016,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,Sala Vermelha,"Av Paulista, 149",3268-1776,Vila Mariana,,7,4,,70
705,-46645613,-23570016,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,Sala Ita? Cultural,"Av Paulista, 149",3268-1776,Vila Mariana,,7,4,,227
706,-46650419,-23565977,355030845000154,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gemini,Sala 1,"Av Paulista, 807",3289-3566,Jardim Paulista,,7,4,,379
707,-46650419,-23565977,355030845000154,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gemini,Sala 2,"Av Paulista, 807",3289-3566,Jardim Paulista,,7,4,,379
708,-46650498,-23564655,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 1,"Av Paulista, 900",3287-3529,Bela Vista,,7,4,,190
709,-46650498,-23564655,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 2,"Av Paulista, 900",3287-3529,Bela Vista,,7,4,,161
710,-46650498,-23564655,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 3,"Av Paulista, 900",3287-3529,Bela Vista,,7,4,,120
711,-46650498,-23564655,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 4,"Av Paulista, 900",3287-3529,Bela Vista,,7,4,,111
712,-46642669,-23570152,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 1,"R Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,265
713,-46642669,-23570152,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 2,"R Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,276
714,-46642669,-23570152,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 3,"R Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,169
715,-46642669,-23570152,355030807000077,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Shopping Paulista,Sala 4,"R Treze de Maio, 1.947",3285-4461,Bela Vista,,7,4,,186
716,-46659783,-23558553,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Bombril,Sala 1,"Av Paulista, 2.073",3285-3696,Jardim Paulista,,7,4,,300
717,-46659783,-23558553,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Bombril,Sala 2,"Av Paulista, 2.073",3285-3696,Jardim Paulista,,7,4,,100
718,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 1,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,444
719,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 2,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,144
720,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 3,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,144
721,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 4,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,167
722,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 5,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,138
723,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 6,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,242
724,-46658870,-23557879,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 7,"Av Paulista, 2.064",3289-0509,Bela Vista,,7,4,,115
725,-46658194,-23555827,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 4,"R Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,107
726,-46658194,-23555827,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 5,"R Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,51
727,-46658194,-23555827,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 3,"R Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,189
728,-46658194,-23555827,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 1,"R Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,268
729,-46658194,-23555827,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 2,"R Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,240
730,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala  8,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
731,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala  9,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,125
732,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 1,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,268
733,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 2,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,234
734,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 3,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
735,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 5,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
736,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 6,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,125
737,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 7,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
738,-46652062,-23553572,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Shopping Frei  Caneca - Unibanco Arteplex,Sala 4,"R Frei  Caneca, 569 - 3 piso",3472-2365,Cerqueira César,,7,4,,103
739,-46650872,-23545893,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Sala Maria Antonia,,"R Maria Antonia, 283",3211-0069,Vila Buarque,,7,4,,
740,-46645821,-23548471,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Cine Zip.net Recriarte Bijou,,"Pc Franklin Roosevelt, 172",257-2264,Consolação,,7,4,,88
741,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 1,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,131
742,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 2,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,135
743,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 3,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,127
744,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 4,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,105
745,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 5,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,229
746,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Patio Higienópolis,Sala 6,"Av Higienópolis, 646",3823-1662/,Consolação,,7,4,,239
747,-46634141,-23546966,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural do Banco do Brasil,,"R Álvares Penteado, 112",3113-3600/3651,Centro,,7,4,,87
748,-46640626,-23542016,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,Sala 5,"Av Ipiranga, 757",5053-6881,Centro,,7,4,,176
749,-46640626,-23542016,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,Sala 4,"Av Ipiranga, 757",5053-6881,Centro,,7,4,,161
750,-46640626,-23542016,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,Sala 3,"Av Ipiranga, 757",5053-6881,Centro,,7,4,,133
751,-46640626,-23542016,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,Sala 2,"Av Ipiranga, 757",5053-6881,Centro,,7,4,,122
752,-46640626,-23542016,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,Sala 1,"Av Ipiranga, 757",5053-6881,Centro,,7,4,,430
753,-46639828,-23542209,355030866000018,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Paris,,"Av Ipiranga, 808",3223-9805,Centro,,7,4,,188
754,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 8,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,327
755,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 7,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,167
756,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 6,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,140
757,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 5,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,217
758,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 4,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,217
759,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 3,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,140
760,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 2,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,167
761,-46644637,-23482472,355030851000042,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Santana Parque Shopping,Sala 1,"R Conselheiro Moreira de Barros, 2780, 3º piso",3131-2211,Lauzane Paulista,02430-001,7,4,,327
762,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 1,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,266
763,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 10,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,165
764,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 2,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,306
765,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 3,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,318
766,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 4,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,370
767,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 5,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,239
768,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 6,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,205
769,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 7,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,251
770,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 8,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,154
771,-46623391,-23521049,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Shopping D,Sala 9,"Av Cruzeiro do Sul, 1.100",3228-0166,Bom Retiro,,7,4,,137
772,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Haway),Sala 1,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,250
773,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Haway),Sala 2,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,250
774,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Haway),Sala 3,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,250
775,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Cinemark),Sala 1,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,347
776,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Cinemark),Sala 2,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,282
777,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Cinemark),Sala 3,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,282
778,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Cinemark),Sala 4,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,238
779,-46617882,-23514746,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Center Norte (Cinemark),Sala 5,"Tv. Casalbuono, 120",6222-2117,Vila Guilherme,,7,4,,338
780,-46614741,-23514859,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 2,"Av Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,439
781,-46614741,-23514859,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 3,"Av Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,350
782,-46614741,-23514859,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Shopping Lar Center,Sala 1,"Av Otto Baumgart, 500",6222-3093,Vila Guilherme,,7,4,,421
783,-46625321,-23500557,355030870000005,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Cine Santana,,"R Voluntarios da Patria , 2.192",6979-5646,Santana,,7,4,,242
784,-46571857,-23547801,355030880000068,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Silvio Romero,Sala 1,"R. Coelho Lisboa,434",6941-8660,Tatuapé,,7,4,,207
785,-46571857,-23547801,355030880000068,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Silvio Romero,Sala 2,"R Coelho Lisboa, 434",6941-8660,Tatuapé,,7,4,,208
786,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 2,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,162
787,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 3,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,129
788,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 4,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,193
789,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 5,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,120
790,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 6,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,116
791,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 7,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,203
792,-46576071,-23540942,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 8,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,268
793,-46576049,-23540932,355030880000072,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Metro Tatuape,Sala 1,"R Domingos Agostim, s/n",6192-9232/,Tatuapé,,7,4,,288
794,-46576009,-23538510,355030880000073,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Boulevard Tatuape,Sala 5,"R Goncalves Crespo, s/n, 3º piso",2295-4006,Tatuapé,,7,4,,193
795,-46576009,-23538510,355030880000073,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Boulevard Tatuape,Sala 4,"R Goncalves Crespo, s/n, 3º piso",2295-4006,Tatuapé,,7,4,,240
796,-46576009,-23538510,355030880000073,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Shopping Boulevard Tatuape,Sala 3,"R Goncalves Crespo, s/n, 3º piso",2295-4006,Tatuapé,,7,4,,373
