Data Inicial;Data Final;Ano Execução;Exercício;Administração;Código Órgão;Sigla Órgão;Orgão;Código Unidade;Unidade;Código Função;Função;Código SubFunção;SubFunção;Código Programa;Programa;PA;PAPA;Código Projeto Atividade;Projeto Atividade;Código Despesa;Despesa;Código Categoria Despesa;Categoria Despesa;Código Grupo Despesa;Grupo Despesa;Código Modalidade;Modalidade;Código Elemento;Código Fonte;Fonte; ORÇADO ; ATUALIZADO ; EMPENHADO ; LIQUIDADO ; JAN Suplementado ; JAN Empenhado ; JAN Liquidado ; FEV Suplementado ; FEV Empenhado ; FEV Liquidado ; MAR Suplementado ; MAR Empenhado ; MAR Liquidado ; ABR Suplementado ; ABR Empenhado ; ABR Liquidado ; MAI Suplementado ; MAI Empenhado ; MAI Liquidado ; JUN Suplementado ; JUN Empenhado ; JUN Liquidado ; JUL Suplementado ; JUL Empenhado ; JUL Liquidado ; AGO Suplementado ; AGO Empenhado ; AGO Liquidado ; SET Suplementado ; SET Empenhado ; SET Liquidado ; OUT Suplementado ; OUT Empenhado ; OUT Liquidado ; NOV Suplementado ; NOV Empenhado ; NOV Liquidado ; DEZ Suplementado ; DEZ Empenhado ; DEZ Liquidado 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 446.685,00 ; 446.685,00 ; 9.225,79 ; 9.225,79 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 272,50 ; -   ; -   ; 757,60 ; 1.030,10 ; -   ; 3.403,20 ; -   ; -   ; -   ; 3.403,20 ; -   ; 1.091,99 ; 647,99 ; -   ; 3.700,50 ; 444,00 ; -   ; -   ; 1.570,50 ; -   ; -   ; 2.130,00 ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 7.151.000,00 ; 6.930.000,00 ; 2.948.863,77 ; 2.042.476,71 ; -   ; 2.517.748,53 ; -   ; -   ;-711.914,47 ; 252.319,77 ; -   ; 707.177,68 ; 196.622,46 ; -   ; 31.565,21 ; 144.984,95 ; -   ; 14.858,25 ; 217.782,35 ; -   ; 16.189,50 ; 199.105,06 ; -   ; 9.054,41 ; 202.920,42 ; -   ; 7.355,37 ; 159.826,00 ; -   ; 302.211,09 ; 135.439,84 ; -   ; 37.586,56 ; 126.058,52 ;-51.000,00 ; 16.629,64 ; 181.054,90 ;-170.000,00 ; 402,00 ; 226.362,44 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903300;Passagens e Despesas com Locomoção;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;33;00;Tesouro Municipal; 50.000,00 ; 50.000,00 ; 30.000,00 ; 6.340,56 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 30.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.474,77 ; -   ; -   ; -   ; -   ; -   ; 1.865,79 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903600;Outros Serviços de Terceiros - Pessoa Física;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;36;00;Tesouro Municipal; 8.000,00 ; 8.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 15.089,86 ; 15.089,86 ; 15.089,86 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 15.089,86 ; -   ; -   ; -   ; 15.089,86 ; 15.089,86 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Auxílios;2100;Administração da Unidade                                                                                                                              ;33904900;Auxílio-Transporte;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;49;00;Tesouro Municipal; 540.050,00 ; 540.050,00 ; 497.464,74 ; 497.464,74 ; -   ; 42.325,62 ; 42.325,62 ; -   ; 44.845,14 ; 44.845,14 ; -   ; 43.706,17 ; 43.706,17 ; -   ; 41.705,63 ; 41.705,63 ; -   ; 46.978,71 ; 46.978,71 ; -   ; 36.237,09 ; 36.237,09 ; -   ; 45.263,93 ; 45.263,93 ; -   ; 44.373,25 ; 44.373,25 ; -   ; 42.165,57 ; 42.165,57 ; -   ; 35.222,98 ; 35.222,98 ; -   ; 41.954,68 ; 41.954,68 ; -   ; 32.685,97 ; 32.685,97 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33904700;Obrigações Tributárias e Contributivas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;47;00;Tesouro Municipal; 10.000,00 ; 10.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Operação e Manutenção de Telecentros                                                                                                                  ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 1.359,01 ; 1.359,01 ; 1.359,01 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.359,01 ; 1.359,01 ; 1.359,01 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903500;Serviços de Consultoria;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;35;00;Tesouro Municipal; 100.000,00 ; 100.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Pessoal;2100;Administração da Unidade                                                                                                                              ;31901100;Vencimentos e Vantagens Fixas - Pessoal Civil;3;Despesas Correntes;1;PESSOAL E ENCARGOS SOCIAIS;90;Aplicações Diretas;11;00;Tesouro Municipal; 16.839.544,00 ; 16.689.544,00 ; 16.238.829,90 ; 16.238.829,90 ; -   ; 1.274.823,62 ; 1.274.823,62 ; -   ; 1.209.272,70 ; 1.209.272,70 ; -   ; 1.248.738,36 ; 1.248.738,36 ; -   ; 1.228.350,88 ; 1.228.350,88 ; -   ; 1.214.972,98 ; 1.214.972,98 ; -   ; 1.360.547,84 ; 1.360.547,84 ; -   ; 1.308.429,56 ; 1.308.429,56 ; -   ; 1.261.096,17 ; 1.261.096,17 ; -   ; 1.244.379,72 ; 1.244.379,72 ; -   ; 1.393.071,06 ; 1.393.071,06 ; -   ; 1.212.772,72 ; 1.212.772,72 ;-150.000,00 ; 2.282.374,29 ; 2.282.374,29 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Operação e Manutenção de Telecentros                                                                                                                  ;33903500;Serviços de Consultoria;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;35;00;Tesouro Municipal; 42.000,00 ; 25.551,13 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-16.448,87 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal; 150.000,00 ; 150.000,00 ; 18.161,00 ; 18.161,00 ; -   ; -   ; -   ; -   ; 6.010,00 ; -   ; -   ; -   ; 6.010,00 ; -   ; -   ; -   ; -   ; 7.080,00 ; 7.080,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.458,00 ; -   ; -   ; 2.813,00 ; 2.877,00 ; -   ; 800,00 ; 1.394,00 ; -   ; -   ; -   ; -   ; -   ; 800,00 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;126;Tecnologia da Informação;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;4305;Operação e Manutenção das Praças Digitais                                                                                                             ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 12.275.000,00 ; 13.535.000,00 ; 13.031.705,41 ; 11.415.769,77 ; -   ; 3.672.427,68 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 537.262,61 ; -   ; -   ; 4.971.438,18 ; 1.332.725,36 ; -   ; 13.619,00 ; 3.658.835,22 ; 500.000,00 ; 50.000,00 ; 56.541,03 ; 760.000,00 ; 3.030.252,53 ; 1.083.844,10 ; -   ; 760.000,00 ; 253.152,96 ; -   ;-167.940,00 ; 1.622.028,70 ; -   ; -   ; -   ; -   ; 164.645,41 ; 3.408.642,40 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33901400;Diárias - Civil;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;14;00;Tesouro Municipal; 50.000,00 ; 50.000,00 ; 17.086,56 ; 17.086,56 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.289,56 ; 1.289,56 ; -   ; 7.737,28 ; 7.737,28 ; -   ; 5.803,02 ; 5.803,02 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.256,70 ; 2.256,70 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Operação e Manutenção de Telecentros                                                                                                                  ;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal; -   ; 2.271.600,00 ; 1.568.666,32 ; 551.215,82 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.271.600,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 231.400,00 ; -   ; -   ; 669.640,00 ; -   ; -   ; 617.199,96 ; 10.400,00 ; -   ; 50.426,36 ; 540.815,82 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Operação e Manutenção de Telecentros                                                                                                                  ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 20.071.499,00 ; 18.237.056,60 ; 12.726.744,65 ; 8.336.922,36 ; -   ; 6.150.489,64 ; -   ;-851.670,40 ; 252.664,39 ; 1.254.060,31 ; -   ;-19.445,63 ; 104.531,63 ; -   ;-290.578,61 ; 1.117.122,10 ;-2.271.600,00 ; 393.296,24 ; 881.366,92 ; -   ; 1.437.755,27 ; 122.993,66 ;-921.172,00 ; 2.448.340,79 ; 84.074,26 ;-760.000,00 ;-501.141,90 ; 1.403.458,86 ; -   ;-251.389,51 ; 892.538,83 ; -   ; 27.148,08 ; 1.511.556,93 ; -   ; 99.787,35 ; 495.536,51 ; 2.970.000,00 ; 2.979.818,54 ; 469.682,35 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;23;SES       ;Secretaria Municipal de Serviços;10;Gabinete do Secretario;12;Educação;126;Tecnologia da Informação;3001;Acesso à cultura;Atividades;Atividades;8404;Operação e Manutenção de Telecentros                                                                                                                  ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 216.000,00 ; 216.000,00 ; 37.037,00 ; 32.161,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.323,00 ; -   ; -   ; 1.063,00 ; 2.386,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19.825,20 ; 19.350,00 ; -   ; 14.825,80 ; 10.425,00 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33901400;Diárias - Civil;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;14;00;Tesouro Municipal; 50.000,00 ; 50.000,00 ; 39.684,57 ; 39.684,57 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 898,00 ; 898,00 ; -   ; 17.742,69 ; 17.742,69 ; -   ; 3.592,04 ; 3.592,04 ; -   ; 6.902,49 ; 6.902,49 ; -   ; 2.873,64 ; 2.873,64 ; -   ; 2.839,87 ; 2.839,87 ; -   ; 3.804,20 ; 3.804,20 ; -   ; -   ; -   ; -   ; 1.031,64 ; 1.031,64 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903300;Passagens e Despesas com Locomoção;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;33;00;Tesouro Municipal; 100.000,00 ; 100.000,00 ; 60.100,54 ; 58.325,25 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.579,83 ; -   ; -   ; 16.450,59 ; 3.263,28 ; -   ;-316,55 ; 758,59 ; -   ; 9.205,07 ; 14.099,30 ; -   ; -   ; 8.510,50 ; -   ; 671,83 ; -   ; -   ; 3.330,69 ; 704,09 ; -   ; 20.321,39 ; 12.516,25 ; -   ; 6.857,69 ; 8.768,11 ; -   ; -   ; 9.705,13 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 880.000,00 ; 804.893,67 ; 418.896,83 ; 301.205,31 ; -   ; 42.060,19 ; -   ; -   ; -   ; 1.456,28 ; -   ; 59.377,40 ; 7.972,28 ; -   ; 7.946,95 ; 14.687,98 ; -   ; 21.289,42 ; 13.697,16 ; -   ; 11.340,00 ; 50.933,79 ; -   ; 12.473,33 ; 15.879,89 ; -   ; 94.433,98 ; 10.060,93 ; -   ; 62.337,00 ; 3.980,59 ;-75.106,33 ; 23.736,00 ; 126.831,99 ; -   ; 8.890,50 ; 16.404,71 ; -   ; 75.012,06 ; 39.299,71 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;128;Formação de Recursos Humanos;3011;Modernização e descentralização da gestão e prestação de serviços;Atividades;Atividades;2180;Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                 ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 147.000,00 ; 92.922,07 ; 92.922,07 ; 41.466,37 ; -   ; 92.922,07 ; -   ; -   ;-27.300,00 ; 708,59 ; -   ; 27.300,00 ; 833,64 ; -   ; -   ; 1.792,25 ; -   ; -   ; 2.007,81 ; -   ; -   ; 3.307,72 ; -   ; -   ; 28.047,43 ; -   ; -   ; 1.512,06 ; -   ; -   ; 932,07 ;-54.077,93 ; -   ; 873,98 ; -   ; -   ; 1.450,82 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903700;Locação de Mão-de-Obra;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;37;00;Tesouro Municipal; 5.000.000,00 ; 5.000.000,00 ; 5.000.000,00 ; 4.662.256,69 ; -   ; 1.809.987,37 ; -   ; -   ; -   ; -   ; -   ; 247.900,94 ; 710.340,86 ; -   ; 96.937,56 ; 403.055,77 ; -   ; 2.816.298,94 ; 293.528,12 ; -   ; 28.875,19 ; 444.821,77 ; -   ; -   ; 474.020,30 ; -   ; -   ; 43.570,08 ; -   ; -   ; 831.573,18 ; -   ; -   ; 416.545,49 ; -   ; -   ; 444.353,27 ; -   ; -   ; 600.447,85 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;12;Educação;361;Ensino Fundamental;3023;Superação da extrema pobreza;Atividades;Atividades;6166;Programa de Garantia de Renda Familiar Mínima                                                                                                         ;33904800;Outros Auxílios Financeiros a Pessoas Físicas;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;48;00;Tesouro Municipal; 60.800.000,00 ; 46.468.846,40 ; 39.666.473,00 ; 39.660.280,00 ; -   ; 11.055.454,00 ; -   ;-6.331.153,60 ; -   ; 4.225.291,00 ; -   ; 878.160,00 ; 3.340.367,00 ; -   ; 4.000.000,00 ; 3.730.166,00 ; -   ; 13.112.277,00 ; 3.758.262,00 ; -   ; -   ; 4.143.923,00 ; -   ; -   ; 4.331.521,00 ; -   ; -   ; 4.260.161,00 ; -   ; 3.064.108,00 ; 4.314.115,00 ;-8.000.000,00 ; 4.428.144,00 ; 3.240.984,00 ; -   ; 5.443.988,00 ; 2.317.033,00 ; -   ;-2.315.658,00 ; 1.998.457,00 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Auxílios;2100;Administração da Unidade                                                                                                                              ;33904900;Auxílio-Transporte;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;49;00;Tesouro Municipal; 869.803,00 ; 869.803,00 ; 496.093,85 ; 496.093,85 ; -   ; 51.224,91 ; 51.224,91 ; -   ; 58.416,23 ; 58.416,23 ; -   ; 47.753,50 ; 47.753,50 ; -   ; 31.511,70 ; 31.511,70 ; -   ; 45.064,21 ; 45.064,21 ; -   ; 33.450,72 ; 33.450,72 ; -   ; 46.086,97 ; 46.086,97 ; -   ; 40.277,06 ; 40.277,06 ; -   ; 39.468,38 ; 39.468,38 ; -   ; 48.543,26 ; 48.543,26 ; -   ; 23.125,53 ; 23.125,53 ; -   ; 31.171,38 ; 31.171,38 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33504100;Contribuições;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;50;Transferências a Instituições Privadas sem fins Lucrativos;41;00;Tesouro Municipal; 5.000,00 ; 5.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;244;Assistência Comunitária;3023;Superação da extrema pobreza;Atividades;Atividades;6163;Operação do Observatório de Política Social                                                                                                           ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 1.000.000,00 ; 792.565,20 ; 627.484,96 ; 627.484,96 ; -   ; 627.484,96 ; -   ; -   ; -   ; -   ; -   ; -   ; 227.673,20 ; -   ; -   ; -   ; -   ; -   ; -   ;-1.634,80 ; -   ; 129.371,24 ; -   ; -   ; 81.918,30 ; -   ; -   ; 98.301,96 ; -   ; -   ; -   ;-205.800,00 ; -   ; 57.452,94 ; -   ; -   ; 32.767,32 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;126;Tecnologia da Informação;3024;Suporte Administrativo;Atividades;Atividades;2171;Manutenção de Sistemas de Informação e Comunicação                                                                                                    ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 7.000.000,00 ; 5.722.450,67 ; 4.507.265,12 ; 3.664.415,50 ; -   ; 1.125.680,09 ; -   ; -   ; 427.791,64 ; -   ; -   ; 855.583,28 ; 341.244,91 ; -   ; 2.493.369,42 ; 335.117,49 ; -   ; -   ; 414.524,85 ; -   ; -   ; -   ;-870.108,34 ;-395.159,31 ; 595.515,94 ; -   ; -   ; 717.083,45 ; -   ; -   ; -   ;-238.753,52 ; -   ; 416.624,64 ;-168.687,47 ; -   ; -   ; -   ; -   ; 844.304,22 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;24;SMADS     ;Secretaria Municipal de Assistência e Desenvolvimento Social;10;Gabinete do Secretário;08;Assistência Social;128;Formação de Recursos Humanos;3011;Modernização e descentralização da gestão e prestação de serviços;Atividades;Atividades;2180;Capacitação, Formação e Aperfeiçoamento de Servidores                                                                                                 ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 32.000,00 ; 20.227,93 ; 1.042,00 ; 1.042,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.042,00 ; -   ; -   ; 945,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.042,00 ; -   ;-945,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-11.772,07 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
