ATENDIMENTO;UNIDADE;AGRUPAMENTO;IDADE;DATA;STATUS;REFEICAO;CARDAPIO
DIRETA;CCI;3;X - 1A -1A E 11MES;25/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
DIRETA;CCI;3;X - 1A -1A E 11MES;25/03/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;05/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, ESCAROLA, MAMAO
DIRETA;CCI;3;X - 1A -1A E 11MES;05/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;05/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;05/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; CHUCHU; ACELGA, BANANA"
DIRETA;CCI;3;X - 1A -1A E 11MES;05/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;04/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, ABOBRINHA, ACELGA, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;04/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;04/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;04/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBRINHA; ESCAROLA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;04/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;03/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA DOCE, ABACATE
DIRETA;CCI;3;X - 1A -1A E 11MES;03/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;03/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGA
DIRETA;CCI;3;X - 1A -1A E 11MES;03/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; FEIJAO CARIOCA; CARNE BOVINA; CARA; CENOURA; CHUCHU, TANGERINA"
DIRETA;CCI;3;X - 1A -1A E 11MES;03/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;02/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, CENOURA, TANGERINA
DIRETA;CCI;3;X - 1A -1A E 11MES;02/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;02/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;02/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA DOCE; CENOURA; ABOBRINHA, ABACATE"
DIRETA;CCI;3;X - 1A -1A E 11MES;02/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;01/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BERINJELA, SUCO DE MELANCIA
DIRETA;CCI;3;X - 1A -1A E 11MES;01/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;01/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGUINHA INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;01/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA; CENOURA; CHUCHU, TANGERINA"
DIRETA;CCI;3;X - 1A -1A E 11MES;01/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;12/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, COUVE-FLOR, MAMAO
DIRETA;CCI;3;X - 1A -1A E 11MES;12/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;12/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;12/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; ABOBRINHA; REPOLHO, BANANA"
DIRETA;CCI;3;X - 1A -1A E 11MES;12/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;11/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE BOVINA, CHUCHU, REPOLHO, LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;11/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;11/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;11/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA; CHUCHU; ESCAROLA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;11/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;10/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA, ABACATE
DIRETA;CCI;3;X - 1A -1A E 11MES;10/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;10/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGA INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;10/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
DIRETA;CCI;3;X - 1A -1A E 11MES;10/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;09/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, PROTEINA DE SOJA, ABOBORA, MELANCIA
DIRETA;CCI;3;X - 1A -1A E 11MES;09/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;09/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;09/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA; ABACATE"
DIRETA;CCI;3;X - 1A -1A E 11MES;09/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;08/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BERINJELA, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;08/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;08/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGUINHA
DIRETA;CCI;3;X - 1A -1A E 11MES;08/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
DIRETA;CCI;3;X - 1A -1A E 11MES;08/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;18/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, ABOBRINHA, ACELGA, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;18/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;18/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;18/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBRINHA; REPOLHO, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;18/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;17/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA DOCE, ABACATE
DIRETA;CCI;3;X - 1A -1A E 11MES;17/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;17/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGA
DIRETA;CCI;3;X - 1A -1A E 11MES;17/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA; CENOURA; CHUCHU, MANGA"
DIRETA;CCI;3;X - 1A -1A E 11MES;17/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;16/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, CENOURA, MANGA
DIRETA;CCI;3;X - 1A -1A E 11MES;16/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;16/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;16/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA DOCE; CENOURA; ABOBRINHA, ABACATE"
DIRETA;CCI;3;X - 1A -1A E 11MES;16/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;15/04/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BETERRABA, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;15/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;15/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGUINHA INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;15/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA; CENOURA; CHUCHU, MANGA"
DIRETA;CCI;3;X - 1A -1A E 11MES;15/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;26/04/2019;PUBLICADO;A - ALMOCO;"RISOTO DE: ARROZ; CARNE BOVINA, ESCAROLA, MAMAO, OU ARROZ, FEIJAO CARIOCA, CARNE BOVINA, ESCAROLA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;26/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;26/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;26/04/2019;PUBLICADO;J - JANTAR;SOPA DE: MACARRAO, CARNE BOVINA, ABOBRINHA, REPOLHO, BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;26/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;25/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE SUINA, BERINJELA, REPOLHO, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;25/04/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;25/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;25/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: CARNE BOVINA, BATATA; CHUCHU;ACELGA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;25/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;24/04/2019;PUBLICADO;A - ALMOCO;"RISOTO DE: ARROZ;
                                        
                                            CARNE BOVINA;
                                        
                                            BATATA;
                                        
                                            ABACATE, OU ARROZ, FEIJAO CARIOCA, BATATA, ABACATE"
DIRETA;CCI;3;X - 1A -1A E 11MES;24/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;24/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGA INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;24/04/2019;PUBLICADO;J - JANTAR;RISOTO DE: ARROZ, CARNE BOVINA, ABOBORA, BATATA DOCE, ABOBRINHA, MELANCIA
DIRETA;CCI;3;X - 1A -1A E 11MES;24/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;23/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, ABOBORA, MELANCIA
DIRETA;CCI;3;X - 1A -1A E 11MES;23/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;23/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;23/04/2019;PUBLICADO;J - JANTAR;SOPA DE: MACARRAO, CARNE BOVINA, BATATA, ABOBORA, CHUCHU, ABACATE
DIRETA;CCI;3;X - 1A -1A E 11MES;23/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;22/04/2019;PUBLICADO;A - ALMOCO;RISOTO DE: ARROZ, OVO, BERINJELA, SUCO DE LARANJA, OU ARROZ, FEIJAO CARIOCA, OVO, BERINJELA, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;22/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;22/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGUINHA
DIRETA;CCI;3;X - 1A -1A E 11MES;22/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE:ARROZ; CARNE BOVINA, BATATA DOCE, ABOBORA, ABOBRINHA, MANGA"
DIRETA;CCI;3;X - 1A -1A E 11MES;22/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;03/05/2019;PUBLICADO;A - ALMOCO;"RISOTO DE BROCOLIS: ARROZ; CARNE SUINA; BROCOLIS, OU ARROZ, FEIJAO CARIOCA, CARNE SUINA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;03/05/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;03/05/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;03/05/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO;  CARNE BOVINA;  CHUCHU; ESPINAFRE, BANANA"
DIRETA;CCI;3;X - 1A -1A E 11MES;03/05/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;02/05/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, COUVE MANTEIGA, VAGEM, SUCO DE LARANJA
DIRETA;CCI;3;X - 1A -1A E 11MES;02/05/2019;PUBLICADO;C - COLACAO;BANANA
DIRETA;CCI;3;X - 1A -1A E 11MES;02/05/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;02/05/2019;PUBLICADO;J - JANTAR;"RISOTO DE:  ARROZ; CARNE BOVINA; BATATA DOCE, ABOBRINHA; COUVE MANTEIGA, MAMAO"
DIRETA;CCI;3;X - 1A -1A E 11MES;02/05/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;30/04/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE BOVINA, BETERRABA, OU ARROZ, FEIJAO CARIOCA, BETERRABA, MANGA
DIRETA;CCI;3;X - 1A -1A E 11MES;30/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;30/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, BISCOITO
DIRETA;CCI;3;X - 1A -1A E 11MES;30/04/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO;  CARNE BOVINA; ABOBRINHA;
                                        
                                            BATATA DOCE;
                                        
                                            CENOURA, ABACATE"
DIRETA;CCI;3;X - 1A -1A E 11MES;30/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;29/04/2019;PUBLICADO;A - ALMOCO;"RISOTO DE CENOURA: ARROZ; CENOURA; OVO, OU ARROZ, FEIJAO CARIOCA, CENOURA, OVO, SUCO DE MELANCIA"
DIRETA;CCI;3;X - 1A -1A E 11MES;29/04/2019;PUBLICADO;C - COLACAO;MACA
DIRETA;CCI;3;X - 1A -1A E 11MES;29/04/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL, PAO TIPO BISNAGUINHA INTEGRAL
DIRETA;CCI;3;X - 1A -1A E 11MES;29/04/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA;
                                        
                                            CENOURA;
                                        
                                            CHUCHU, MANGA"
DIRETA;CCI;3;X - 1A -1A E 11MES;29/04/2019;PUBLICADO;L - LANCHE;LEITE INTEGRAL
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;08/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;08/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;08/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;08/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;07/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL  (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;07/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;07/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;07/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;06/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;06/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;06/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;06/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;05/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;05/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;05/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;05/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;04/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;04/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;04/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;04/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;15/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;15/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;15/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;15/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;14/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;14/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;14/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;14/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;13/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;13/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;13/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;13/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;12/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;12/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;12/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;12/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;11/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;11/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;11/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;11/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;22/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;22/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;22/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;22/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;21/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;21/02/2019;PUBLICADO;J - JANTAR;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;21/02/2019;PUBLICADO;D - DESJEJUM;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;21/02/2019;PUBLICADO;L - LANCHE;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
DIRETA;CEI_PARCEIRO_(RP);1;A - 0 A 1 MES;20/02/2019;PUBLICADO;A - ALMOCO;LEITE MATERNO OU FORMULA INFANTIL (1o SEMESTRE)
