Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
14362017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055697-9;300.265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;307.917;CR.P.CONV - JARDIM CAMPINAS;272;100;156.493,04;17.105,20;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
2286;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.126-0;300.265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;307.917;CR.P.CONV - JARDIM CAMPINAS;272;100;156.493,04;17.105,20;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;13/10/2015;31/12/2017
576;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.351.219-4;300.265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;307.917;CR.P.CONV - JARDIM CAMPINAS;272;100;137.960,00;17.105,20;;11/03/2013;10/09/2015;Encerrado;11/03/2013;07/02/2014;10/07/2014;20/07/2015
793;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.203.346-4;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.719;CR.P.CONV - JARDIM CLIPPER;240;93;109.401,00;17.696,28;;07/02/2016;07/08/2018;Encerrado;07/08/2013;07/08/2013;28/07/2014;31/12/2016
14182017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055397-0;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;306.825;CR.P.CONV - JARDIM DAS ACACIAS;437;143;237.333,75;31.366,82;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
1810;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.226.471-9;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;306.825;CR.P.CONV - JARDIM DAS ACACIAS;437;143;230.646,50;31.366,82;;28/02/2017;27/08/2019;Encerrado;29/08/2014;24/02/2017;01/04/2015;31/12/2017
937;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2008-0.078.201-8;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;306.825;CR.P.CONV - JARDIM DAS ACACIAS;455;136;201.490,00;16.470,27;;29/02/2012;28/08/2014;Encerrado;01/09/2009;29/02/2012;31/07/2014;
2992017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046218-4;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.738;CR.P.CONV - JARDIM DAS ARAUCARIAS;235;64;132.385,38;25.698,19;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
2952017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046195-1;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.482;CR.P.CONV - JARDIM DAS HORTENSIAS;278;68;151.818,12;34.401,10;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
2427;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.279.494-9;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.482;CR.P.CONV - JARDIM DAS HORTENSIAS;258;68;139.166,78;34.401,10;;10/12/2015;09/06/2018;Encerrado;10/12/2015;01/02/2017;12/11/2015;31/12/2017
2872017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046151-0;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.113;CR.P.CONV - JARDIM DAS MACAUBAS;369;114;201.458,76;37.245,60;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
773;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.237.353-2;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.113;CR.P.CONV - JARDIM DAS MACAUBAS;354;114;161.280,00;37.245,60;;14/01/2017;13/07/2019;Encerrado;14/07/2014;14/07/2014;28/07/2014;31/12/2017
14242017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055396-1;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.379;CR.P.CONV - JARDIM DAS OLIVEIRAS;331;127;188.036,91;21.496,52;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
2396;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.132-4;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.379;CR.P.CONV - JARDIM DAS OLIVEIRAS;331;127;188.036,91;21.496,52;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;04/11/2015;31/12/2017
960;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.187.274-2;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.379;CR.P.CONV - JARDIM DAS OLIVEIRAS;331;128;165.968,20;19.887,05;;29/04/2013;28/10/2015;Encerrado;29/04/2013;;31/07/2014;20/07/2015
14202017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055394-5;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;306.998;CR.P.CONV - JARDIM DAS ORQUIDEAS;448;100;232.317,36;27.639,95;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
875;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.261.231-6;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;306.998;CR.P.CONV - JARDIM DAS ORQUIDEAS;448;100;181.879,00;27.639,95;;26/03/2016;25/09/2018;Encerrado;26/09/2013;26/09/2013;30/07/2014;31/12/2017
1552017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2017-0.143.993-6;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.247;CR.P.CONV - JARDIM DO CEDRO;353;119;195.699,99;25.545,63;;07/10/2017;06/10/2022;Aprovado;06/10/2017;06/10/2017;21/09/2017;
1894;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.070.533-7;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.247;CR.P.CONV - JARDIM DO CEDRO;353;119;190.185,86;25.545,63;;07/04/2015;06/10/2017;Encerrado;06/04/2015;06/04/2015;23/04/2015;06/10/2017
1812;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2009-0.284.880-8;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;307.247;CR.P.CONV - JARDIM DO CEDRO;353;137;164.945,00;22.047,58;;05/10/2012;04/04/2015;Encerrado;05/10/2012;19/04/2013;01/04/2015;
2732017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046114-5;300.445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;280;54;149.503,58;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
2394;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.136.001-5;300.445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;242;54;133.132,42;;;21/07/2015;20/01/2018;Encerrado;21/07/2015;01/02/2017;04/11/2015;31/12/2017
953;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.104.566-3;300.445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306.684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;184;36;91.737,60;;;03/05/2013;02/11/2015;Encerrado;03/05/2013;27/01/2015;31/07/2014;20/07/2015
2492017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046461-6;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.899;CR.P.CONV - JARDIM DOS IPES;409;188;235.479,94;54.000,00;;15/12/2017;14/12/2022;Aprovado;15/12/2017;15/12/2017;26/10/2017;
2882017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046155-2;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.161;CR.P.CONV - JARDIM DOS PINHEIROS;230;82;134.314,94;18.576,71;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
1808;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.187.288-2;300.581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308.161;CR.P.CONV - JARDIM DOS PINHEIROS;231;114;138.004,50;18.576,71;;27/04/2017;26/10/2019;Encerrado;27/10/2014;27/04/2017;01/04/2015;31/12/2017
2250;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.209-6;300.857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04.609.534/0001-70;308.429;CR.P.CONV - JARDIM ELLUS;247;75;140.050,79;27.825,79;;27/07/2015;26/01/2018;Encerrado;27/07/2015;27/07/2015;18/09/2015;31/12/2017
2962017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046202-8;800.047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;08.875.744/0001-61;308.645;CR.P.CONV - JARDIM ICARAI;155;36;91.567,42;16.512,12;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
2544;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.329.655-1;800.047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;08.875.744/0001-61;308.645;CR.P.CONV - JARDIM ICARAI;152;57;83.784,00;16.512,12;;31/05/2016;29/11/2018;Encerrado;31/05/2016;31/05/2016;30/12/2015;31/12/2017
1432018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057128-5;300.492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;307.915;CR.P.CONV - JARDIM MONTE VERDE;133;27;80.047,55;11.585,20;;01/01/2018;31/12/2022;Aprovado;26/12/2017;;11/01/2018;
2287;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.163-4;300.492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;307.915;CR.P.CONV - JARDIM MONTE VERDE;133;27;80.047,55;11.585,20;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;13/10/2015;31/12/2017
948;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.243.360-6;300.492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;307.915;CR.P.CONV - JARDIM MONTE VERDE;130;130;90.028,40;11.585,20;;08/02/2013;07/08/2015;Encerrado;08/02/2013;;31/07/2014;20/07/2015
14662017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0056443-2;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.266;CR.P.CONV - JARDIM SHANGRILA - NUCLEO III;120;48;79.211,16;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;29/12/2017;
2102;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.823-1;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.266;CR.P.CONV - JARDIM SHANGRILA - NUCLEO III;120;48;76.979,34;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;01/07/2015;05/08/2015;31/12/2017
841;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.488-3;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.266;CR.P.CONV - JARDIM SHANGRILA - NUCLEO III;120;48;65.490,00;;;01/01/2013;30/06/2015;Encerrado;28/12/2012;;29/07/2014;30/06/2015
1422018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057300-8;300.434;LAR ALTAIR MARTINS;43.657.469/0001-00;308.425;CR.P.CONV - JOAO DE TARSO;150;35;89.186,45;9.340,00;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;11/01/2018;
2254;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.057.484-2;300.434;LAR ALTAIR MARTINS;43.657.469/0001-00;308.425;CR.P.CONV - JOAO DE TARSO;150;35;89.186,45;9.340,00;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;23/09/2015;31/12/2017
14152017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055453-4;300.105;ASS COMUNITARIA SAO SIMAO;52.806.478/0001-07;308.422;CR.P.CONV - JOSE ROBERTO SOUSA;165;50;99.051,80;18.524,25;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;29/12/2017;
2257;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.182.577-8;300.105;ASS COMUNITARIA SAO SIMAO;52.806.478/0001-07;308.422;CR.P.CONV - JOSE ROBERTO SOUSA;165;50;99.051,80;18.524,25;;24/07/2015;23/01/2018;Encerrado;24/07/2015;29/12/2015;30/09/2015;31/12/2017
13952017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046623-6;300.082;ASS COMUNITARIA AURI VERDE;67.841.643/0001-39;308.421;CR.P.CONV - JURUVA;132;36;81.658,56;16.081,12;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
2246;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.185.288-0;300.082;ASS COMUNITARIA AURI VERDE;67.841.643/0001-39;308.421;CR.P.CONV - JURUVA;132;36;81.658,56;16.081,12;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;18/09/2015;31/12/2017
14582017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057265-6;300.745;CENTRO DE AMPARO E REABILITACAO CANAA;13.054.502/0001-47;308.392;CR.P.CONV - KADOSHI;240;82;138.623,14;20.320,00;;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/12/2017;29/12/2017;
2238;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.123.764-7;300.745;CENTRO DE AMPARO E REABILITACAO CANAA;13.054.502/0001-47;308.392;CR.P.CONV - KADOSHI;240;82;138.623,14;20.320,00;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;10/09/2015;31/12/2017
3092017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046138-2;300.434;LAR ALTAIR MARTINS;43.657.469/0001-00;307.574;CR.P.CONV - KAIROS;186;54;109.006,50;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;27/10/2017;
2713;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.297.453-0;300.434;LAR ALTAIR MARTINS;43.657.469/0001-00;307.574;CR.P.CONV - KAIROS;175;54;91.919,40;;;14/06/2016;13/12/2018;Encerrado;14/06/2016;14/06/2016;16/06/2016;31/12/2017
964;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.307.227-1;300.434;LAR ALTAIR MARTINS;43.657.469/0001-00;307.574;CR.P.CONV - KAIROS;175;54;91.919,40;;;15/12/2013;14/06/2016;Encerrado;13/12/2013;13/12/2013;31/07/2014;14/06/2016
2602017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046084-0;300.414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;47.424.296/0001-31;306.271;CR.P.CONV - LEILA ATLAS, CEI;200;50;114.130,50;;;05/01/2018;04/01/2023;Aprovado;05/01/2018;;27/10/2017;
2512017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046084-0;300.414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;47.424.296/0001-31;306.271;CR.P.CONV - LEILA ATLAS, CEI;200;50;0;;;01/01/2018;31/12/2022;Encerrado;;;27/10/2017;01/01/2018
2060;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.997-1;300.414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;47.424.296/0001-31;306.271;CR.P.CONV - LEILA ATLAS, CEI;200;50;110.914,70;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;01/07/2015;05/08/2015;31/12/2017
789;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.494-8;300.414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;47.424.296/0001-31;306.271;CR.P.CONV - LEILA ATLAS, CEI;200;50;94.640,00;;;01/01/2013;30/06/2015;Encerrado;27/12/2012;;28/07/2014;30/06/2015
1809;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.250.129-0;300.214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;03.229.467/0001-04;306.609;CR.P.CONV - LETRAS MAGICAS, ASS SOC CULT;128;32;76.801,10;;;22/09/2014;21/03/2017;Encerrado;22/09/2014;22/09/2014;01/04/2015;01/12/2016
949;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2008-0.227.183-5;300.214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;03.229.467/0001-04;306.609;CR.P.CONV - LETRAS MAGICAS, ASS SOC CULT;128;32;65.570,00;;;22/03/2012;21/09/2014;Encerrado;22/09/2009;11/01/2012;31/07/2014;
1852018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057160-9;300.261;ASS NINHO CRIANCA ESPERANCA;02.964.406/0001-10;306.720;CR.P.CONV - LUDOTECA;126;26;76.804,94;15.110,78;;10/01/2018;09/01/2023;Aprovado;10/01/2018;;15/01/2018;
2693;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.297.498-0;300.261;ASS NINHO CRIANCA ESPERANCA;02.964.406/0001-10;306.720;CR.P.CONV - LUDOTECA;126;26;67.709,20;15.110,78;;06/06/2016;05/12/2018;Encerrado;03/06/2016;03/06/2016;09/06/2016;31/12/2017
894;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2011-0.071.283-2;300.261;ASS NINHO CRIANCA ESPERANCA;02.964.406/0001-10;306.720;CR.P.CONV - LUDOTECA;102;26;58.043,20;;;06/12/2013;05/06/2016;Encerrado;06/06/2011;30/01/2015;30/07/2014;05/06/2016
2832017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046142-0;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;307.750;CR.P.CONV - LUIZA SOPHIA ROSCHEL;168;18;93.084,42;12.162,86;;01/01/2018;31/12/2022;Aprovado;27/12/2017;27/12/2017;27/10/2017;
2395;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.121-9;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;307.750;CR.P.CONV - LUIZA SOPHIA ROSCHEL;151;18;85.760,48;12.162,86;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;04/11/2015;31/12/2017
70;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.130.010-8;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;307.750;CR.P.CONV - LUIZA SOPHIA ROSCHEL;80;9;45.245,20;5.643,12;;27/05/2013;26/11/2015;Encerrado;27/05/2013;;24/03/2014;20/07/2015
14672017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0050601-7;300.310;CENTRO DE PROMOCAO SOCIAL BORORE;59.936.781/0001-73;306.273;CR.P.CONV - MAE TRABALHADORA;170;57;102.793,99;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;27/12/2017;29/12/2017;
2086;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.842-8;300.310;CENTRO DE PROMOCAO SOCIAL BORORE;59.936.781/0001-73;306.273;CR.P.CONV - MAE TRABALHADORA;170;57;99.897,66;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;;05/08/2015;31/12/2017
802;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.492-1;300.310;CENTRO DE PROMOCAO SOCIAL BORORE;59.936.781/0001-73;306.273;CR.P.CONV - MAE TRABALHADORA;170;57;85.065,00;;;01/01/2013;30/06/2015;Encerrado;26/12/2012;;28/07/2014;30/06/2015
5192017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0050185-6;800.206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08.439.816/0001-28;308.896;CR.P.CONV - MANOEL DE BARROS;105;32;68.598,44;8.000,00;;06/12/2017;05/12/2022;Aprovado;06/12/2017;;23/11/2017;
20170007;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2017-0.015.323-0;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;306.938;CR.P.CONV - MARIA FONSECA LAGO, DONA;187;48;105.030,90;20.384,30;;03/02/2017;02/08/2019;Encerrado;02/02/2017;;02/02/2017;31/12/2017
2762017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046121-8;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;306.938;CR.P.CONV - MARIA FONSECA LAGO, DONA;202;48;114.538,40;20.384,30;;01/01/2018;31/12/2022;Aprovado;27/12/2017;27/12/2017;27/10/2017;
595;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2011-0.099.486-2;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;306.938;CR.P.CONV - MARIA FONSECA LAGO, DONA;187;48;105.030,90;20.384,30;;03/08/2014;02/02/2017;Encerrado;03/02/2012;24/07/2015;11/07/2014;02/02/2017
5762018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0015635-2;300.265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;309.048;CR.P.CONV - MARIA VITORIA;227;119;141.416,67;14.600,00;;05/04/2018;04/04/2023;Aprovado;05/04/2018;;23/03/2018;
2291;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.136.003-1;300.492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;306.661;CR.P.CONV - MARINHEIRO POPEYE, CEI;94;;56.217,88;4.000,00;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;13/10/2015;31/12/2017
823;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.035.164-7;300.492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;306.661;CR.P.CONV - MARINHEIRO POPEYE, CEI;95;;49.970,40;3.923,21;;28/02/2013;27/08/2015;Encerrado;27/02/2013;;29/07/2014;20/07/2015
202018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057762-3;300.265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;308.992;CR.P.CONV - MIGUEL ANTONIO;250;112;149.737,44;16.000,00;;29/12/2017;28/12/2022;Aprovado;29/12/2017;29/12/2017;21/12/2017;
4532018;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0003161-4;300.736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;309.023;CR.P.CONV - NELSON MANDELA;316;132;182.708,96;32.000,00;;01/02/2018;31/01/2023;Aprovado;01/02/2018;;01/02/2018;
14632017;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0054686-8;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.274;CR.P.CONV - NOSSA SENHORA APARECIDA;250;91;144.973,17;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;29/12/2017;
2092;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.838-0;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.274;CR.P.CONV - NOSSA SENHORA APARECIDA;250;91;140.888,38;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;01/07/2015;05/08/2015;31/12/2017
796;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.484-0;300.311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306.274;CR.P.CONV - NOSSA SENHORA APARECIDA;247;100;120.310,00;;;01/01/2013;30/06/2015;Encerrado;26/12/2012;;28/07/2014;30/06/2015
799;108.300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.256.644-6;300.620;CENTRO SOCIAL DE PARELHEIROS;54.239.041/0001-64;306.999;CR.P.CONV - NOSSA SENHORA DAS GRACAS;134;50;75.547,60;8.361,74;;23/03/2016;22/09/2018;Encerrado;23/09/2013;17/03/2016;28/07/2014;31/05/2016
