Nº Protocolo,Código DRE,DRE,Processo SIMPROC,Código OSC Parceira,OSC Parceira,CNPJ,Código Escola,Unidade Educacional,Vagas Contratadas,Vagas Berçário Contratadas,Total Mensal,Verba Locação,Valor Mensal IPTU,Data Início,Data Término,Situação Parceria,Data Lavratura do Termo,Data Lavratura do Aditamento,Data Solicitação Parceria,Data do Encerramento
4532018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2018/0003161-4,300736,ASS SAO SABAS DE FILANTROPIA,55.050.546/0001-49,309023.0,CR.P.CONV - NELSON MANDELA,300,153.0,188495.94,32000.0,,2018-02-01,2023-01-31,Aprovado,2018-02-01,2018-11-01,2018-02-01,
14632017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0054686-8,300311,CENTRO COMUNITARIO JARDIM AUTODROMO,57.184.723/0001-05,306274.0,CR.P.CONV - NOSSA SENHORA APARECIDA,250,91.0,151183.68,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-29,
2092,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.838-0,300311,CENTRO COMUNITARIO JARDIM AUTODROMO,57.184.723/0001-05,306274.0,CR.P.CONV - NOSSA SENHORA APARECIDA,250,91.0,140888.38,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
796,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.484-0,300311,CENTRO COMUNITARIO JARDIM AUTODROMO,57.184.723/0001-05,306274.0,CR.P.CONV - NOSSA SENHORA APARECIDA,247,100.0,120310.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-26,,2014-07-28,2015-06-30
799,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2013-0.256.644-6,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306999.0,CR.P.CONV - NOSSA SENHORA DAS GRACAS,134,50.0,89350.2,8361.74,,2016-03-23,2018-09-22,Encerrado,2013-09-23,2016-03-17,2014-07-28,2016-05-31
2592017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046072-6,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306269.0,CR.P.CONV - NOSSA SENHORA DE FATIMA,153,27.0,92332.11,15000.0,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
2502017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046072-6,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306269.0,CR.P.CONV - NOSSA SENHORA DE FATIMA,140,27.0,0.0,15000.0,,2018-01-01,2022-12-31,Encerrado,,,2017-10-27,2018-01-01
2284,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.070-0,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306269.0,CR.P.CONV - NOSSA SENHORA DE FATIMA,140,27.0,83063.29,15000.0,,2015-07-21,2018-01-20,Encerrado,2015-07-21,2015-07-21,2015-10-13,2017-12-31
708,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.464-6,300027,INSTITUTO SOCIAL NOSSA SENHORA DE FÁTIMA,43.371.392/0001-08,306269.0,CR.P.CONV - NOSSA SENHORA DE FATIMA,141,27.0,69375.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-28,,2014-07-22,2015-06-30
14612017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0049857-0,300277,CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO,04.427.955/0001-80,306718.0,CR.P.CONV - NOSSA SENHORA DO CARMO,120,18.0,75382.14,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-29,
2565,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2016-0.018.775-3,300277,CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO,04.427.955/0001-80,306718.0,CR.P.CONV - NOSSA SENHORA DO CARMO,120,18.0,75382.14,,,2016-02-09,2018-08-08,Encerrado,2016-02-05,2016-02-05,2016-01-29,2017-12-31
754,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2010-0.353.739-8,300277,CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO,04.427.955/0001-80,306718.0,CR.P.CONV - NOSSA SENHORA DO CARMO,120,18.0,63830.4,,,2013-08-09,2016-02-08,Encerrado,2011-02-03,2013-08-08,2014-07-25,2016-02-08
2772017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046126-9,300265,ASSOCIACAO NOSSO CAMINHO,05.928.519/0001-58,306997.0,CR.P.CONV - NOSSO CAMINHO,140,54.0,93000.42,4936.97,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
934,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2013-0.288.952-0,300265,ASSOCIACAO NOSSO CAMINHO,05.928.519/0001-58,306997.0,CR.P.CONV - NOSSO CAMINHO,134,31.0,84781.08,4936.97,,2016-04-11,2018-10-10,Encerrado,2013-10-11,2013-10-11,2014-07-31,2017-12-31
2862017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046149-8,300822,INSTITUTO DE VALORIZACAO COMUNITARIA,08.899.246/0001-59,308740.0,CR.P.CONV - NOVA AMERICA,210,75.0,129414.0,24404.0,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
4845,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2016-0.236.835-6,300822,INSTITUTO DE VALORIZACAO COMUNITARIA,08.899.246/0001-59,308740.0,CR.P.CONV - NOVA AMERICA,207,71.0,111770.93,24404.0,,2016-12-01,2019-05-31,Encerrado,2016-11-30,2016-11-30,2016-12-01,2017-12-31
2280,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.111-1,300214,ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS,03.229.467/0001-04,307916.0,CR.P.CONV - NOVA AMERICA,207,71.0,121910.51,24404.0,,2015-07-21,2018-01-20,Encerrado,2015-07-21,2015-07-21,2015-10-09,2016-12-01
790,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2011-0.318.592-2,300214,ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS,03.229.467/0001-04,307916.0,CR.P.CONV - NOVA AMERICA,190,54.0,97616.4,14500.0,,2013-03-28,2015-09-27,Encerrado,2013-03-28,2015-01-27,2014-07-28,2015-07-20
2662017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046099-8,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306504.0,CR.P.CONV - NUCLEO JD DOS ALAMOS,134,36.0,85983.48,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
2572017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046099-8,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306504.0,CR.P.CONV - NUCLEO JD DOS ALAMOS,131,32.0,0.0,,,2018-01-01,2022-12-31,Encerrado,,,2017-10-27,2018-01-01
2099,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.781-2,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306504.0,CR.P.CONV - NUCLEO JD DOS ALAMOS,131,32.0,78057.14,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
676,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.437-9,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306504.0,CR.P.CONV - NUCLEO JD DOS ALAMOS,131,32.0,66650.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-28,,2014-07-18,2015-06-30
14352017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0054696-5,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306515.0,CR.P.CONV - NUCLEO PARQUE RESIDENCIAL COCAIA,134,,77326.2,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-29,
2097,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.787-1,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306515.0,CR.P.CONV - NUCLEO PARQUE RESIDENCIAL COCAIA,134,,72257.82,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
690,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.460-3,300002,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,52.582.202/0001-92,306515.0,CR.P.CONV - NUCLEO PARQUE RESIDENCIAL COCAIA,134,,62130.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-26,,2014-07-21,2015-06-30
13862017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0055990-0,300132,ASS BENEFICENTE O SEMEADOR,01.202.250/0001-77,306505.0,CR.P.CONV - O SEMEADOR,90,,56529.3,,,2018-01-01,2022-12-31,Aprovado,2017-12-27,2017-12-27,2017-12-29,
2093,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.792-8,300132,ASS BENEFICENTE O SEMEADOR,01.202.250/0001-77,306505.0,CR.P.CONV - O SEMEADOR,90,,52824.0,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,,2015-08-05,2017-12-31
734,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.466-2,300132,ASS BENEFICENTE O SEMEADOR,01.202.250/0001-77,306505.0,CR.P.CONV - O SEMEADOR,90,,45420.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-26,,2014-07-24,2015-06-30
2742017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046117-0,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306717.0,CR.P.CONV - PAULINOEVA,181,74.0,116180.07,6491.82,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2018-05-02,2017-10-27,
2404,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.175-8,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306717.0,CR.P.CONV - PAULINOEVA,155,57.0,96331.69,6491.82,,2015-07-21,2018-01-20,Encerrado,2015-07-21,2015-07-21,2015-11-05,2017-12-31
1791,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2013-0.141.704-8,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306717.0,CR.P.CONV - PAULINOEVA,155,57.0,84923.4,51.3,,2013-06-09,2015-12-08,Encerrado,2013-06-07,2015-01-27,2015-03-30,2015-07-20
2522017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046088-2,300202,ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO,61.988.531/0001-29,306277.0,CR.P.CONV - PEQUENO PRINCIPE,221,50.0,0.0,,,2018-01-01,2022-12-31,Encerrado,,,2017-10-27,2018-01-01
2094,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.993-9,300202,ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO,61.988.531/0001-29,306277.0,CR.P.CONV - PEQUENO PRINCIPE,221,50.0,119706.98,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
843,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.478-6,300202,ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO,61.988.531/0001-29,306277.0,CR.P.CONV - PEQUENO PRINCIPE,197,50.0,93560.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-28,,2014-07-29,2015-06-30
1412018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0056907-8,300480,INSTITUTO ANCHIETA GRAJAU,00.142.507/0001-80,306582.0,CR.P.CONV - PROJETO ANCHIETA,147,,83150.85,,,2018-01-01,2022-12-31,Aprovado,2017-12-27,,2018-01-11,
1233,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2014-0.117.614-0,300480,INSTITUTO ANCHIETA GRAJAU,00.142.507/0001-80,306582.0,CR.P.CONV - PROJETO ANCHIETA,147,,73303.53,,,2016-11-12,2019-05-11,Encerrado,2014-05-12,2016-11-12,2014-09-18,2017-12-31
4846,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2016-0.237.074-1,300822,INSTITUTO DE VALORIZACAO COMUNITARIA,08.899.246/0001-59,308723.0,CR.P.CONV - QUATRO ESTACOES,128,32.0,72454.72,15436.45,,2016-12-01,2019-05-31,Encerrado,2016-11-30,2016-11-30,2016-12-01,2017-12-31
5252017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0050164-3,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,308901.0,CR.P.CONV - RECANTO DOS NAVEGANTES,273,82.0,159324.51,18000.0,,2017-12-22,2022-12-21,Aprovado,2017-12-22,2017-12-22,2017-11-23,
798,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2014-0.094.274-4,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,307082.0,CR.P.CONV - SAGRADA FAMILIA,142,32.0,77984.58,7262.5,,2014-04-15,2016-10-14,Encerrado,2014-04-15,2014-04-15,2014-07-28,2016-05-31
6902018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2018/0038236-0,301046,ASS JOVENS DO FUTURO,05.960.559/0001-87,309223.0,CR.P.CONV - SANTA IZABEL I,140,92.0,102138.66,21000.0,,2018-10-05,2023-10-04,Aprovado,2018-10-05,2018-10-05,2018-06-29,
192018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0057695-3,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308991.0,CR.P.CONV - SANTA LUZIA,294,192.0,195186.36,33600.0,,2017-12-29,2022-12-28,Aprovado,2017-12-29,2017-12-29,2017-12-21,
2472017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0045961-2,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308898.0,CR.P.CONV - SANTA MARCELINA,250,57.0,143007.36,22000.0,,2017-12-15,2022-12-14,Aprovado,2017-12-15,2017-12-15,2017-10-26,
2482017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0045349-5,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308902.0,CR.P.CONV - SANTA MARGARIDA,233,115.0,149338.35,21000.0,,2017-12-15,2022-12-14,Aprovado,2017-12-15,2017-12-15,2017-10-26,
14342017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0056117-4,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308639.0,CR.P.CONV - SANTA MARIA,411,162.0,240393.81,45000.0,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-29,
2660,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.304.434-0,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308639.0,CR.P.CONV - SANTA MARIA,411,162.0,240393.81,45000.0,,2016-05-13,2018-11-12,Encerrado,2016-05-13,2016-05-13,2016-04-28,2017-12-31
2462017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0045946-9,800047,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,08.875.744/0001-61,308900.0,CR.P.CONV - SANTA RITA,236,64.0,138418.02,23000.0,,2017-12-15,2022-12-14,Aprovado,2017-12-15,2017-12-15,2017-10-26,
14592017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0049226-1,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306279.0,CR.P.CONV - SANTA TEREZINHA,219,82.0,135129.81,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,,2017-12-29,
2078,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.985-8,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306279.0,CR.P.CONV - SANTA TEREZINHA,219,82.0,125924.98,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
808,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.503-0,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306279.0,CR.P.CONV - SANTA TEREZINHA,223,82.0,108520.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-26,2015-01-27,2014-07-29,2015-06-30
3002017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046222-2,800264,ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL,14.393.416/0001-21,308754.0,CR.P.CONV - SAO FRANCISCO DE ASSIS,335,171.0,208506.33,31682.7,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
4872,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2016-0.197.470-8,800264,ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL,14.393.416/0001-21,308754.0,CR.P.CONV - SAO FRANCISCO DE ASSIS,255,195.0,156522.45,31682.7,,2016-12-20,2019-06-19,Encerrado,2016-12-20,2016-12-20,2016-12-20,2017-12-31
3142017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046108-0,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306638.0,CR.P.CONV - SAO LUCAS,181,40.0,108003.75,6217.08,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-10-30,
2702017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046108-0,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306638.0,CR.P.CONV - SAO LUCAS,183,31.0,0.0,,,,,Encerrado,,,2017-10-27,2017-10-30
2289,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.043-3,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306638.0,CR.P.CONV - SAO LUCAS,183,31.0,102496.03,6217.08,,2015-07-21,2018-01-20,Encerrado,2015-07-21,2015-07-21,2015-10-13,2017-12-31
852,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2010-0.100.143-1,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,306638.0,CR.P.CONV - SAO LUCAS,183,41.0,92357.8,5074.65,,2013-03-27,2015-09-26,Encerrado,2010-09-27,2014-01-31,2014-07-29,2015-07-20
2622017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046089-0,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306280.0,CR.P.CONV - SAO NORBERTO,223,84.0,137402.97,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
2532017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046089-0,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306280.0,CR.P.CONV - SAO NORBERTO,223,64.0,0.0,,,2018-01-01,2022-12-31,Encerrado,,,2017-10-27,2018-01-01
2075,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.135.973-4,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306280.0,CR.P.CONV - SAO NORBERTO,223,64.0,123631.06,,,2015-07-01,2017-12-31,Encerrado,2015-07-01,2015-07-01,2015-08-05,2017-12-31
801,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2012-0.315.498-0,300620,CENTRO SOCIAL DE PARELHEIROS,54.239.041/0001-64,306280.0,CR.P.CONV - SAO NORBERTO,235,64.0,109690.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-26,,2014-07-28,2015-06-30
14492017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0057708-8,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,307397.0,CR.P.CONV - SAO PEDRO,137,36.0,87327.63,7132.66,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-29,
2344,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.054-9,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,307397.0,CR.P.CONV - SAO PEDRO,137,36.0,83812.66,7132.66,,2015-07-21,2018-01-20,Encerrado,2015-07-21,,2015-10-22,2017-12-31
2343,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2010-0.100.146-6,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,307397.0,CR.P.CONV - SAO PEDRO,137,36.0,73887.0,6888.7,,2013-04-13,2015-10-12,Encerrado,2010-10-13,2015-01-27,2015-10-22,2015-07-20
2341,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2010-0.100.146-6,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,307397.0,CR.P.CONV - SAO PEDRO,135,34.0,59580.0,6000.0,,2010-10-13,2013-04-12,Encerrado,2010-10-13,2012-01-02,2015-10-22,2013-04-10
889,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2010-0.100.146-6,300249,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,09.118.844/0001-06,307397.0,CR.P.CONV - SAO PEDRO,132,40.0,59502.0,6000.0,,2010-10-13,2013-04-12,Encerrado,2010-10-13,2010-12-30,2014-07-30,2013-04-12
14102017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0055120-9,300105,ASS COMUNITARIA SAO SIMAO,52.806.478/0001-07,306903.0,CR.P.CONV - SAO SIMAO,126,17.0,77829.96,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-29,
2293,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.201-0,300105,ASS COMUNITARIA SAO SIMAO,52.806.478/0001-07,306903.0,CR.P.CONV - SAO SIMAO,126,17.0,74763.11,,,2015-07-21,2018-01-20,Encerrado,2015-07-21,2015-07-21,2015-10-13,2017-12-31
742,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2013-0.077.653-2,300105,ASS COMUNITARIA SAO SIMAO,52.806.478/0001-07,306903.0,CR.P.CONV - SAO SIMAO,130,,64028.4,,,2013-04-01,2015-09-30,Encerrado,2013-04-01,2013-04-01,2014-07-24,2015-07-20
2912017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046170-6,300265,ASSOCIACAO NOSSO CAMINHO,05.928.519/0001-58,308426.0,CR.P.CONV - SETE MARIAS,308,82.0,175006.26,24257.8,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
2249,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.175.754-3,300265,ASSOCIACAO NOSSO CAMINHO,05.928.519/0001-58,308426.0,CR.P.CONV - SETE MARIAS,268,82.0,150686.1,24257.8,,2015-08-10,2018-02-09,Encerrado,2015-08-10,2015-08-10,2015-09-18,2017-12-31
5482018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2018/0013977-6,800427,ASSOCIAÇÃO PROBRASIL,03.783.381/0001-10,309043.0,CR.P.CONV - TATIANA BELINKY,108,48.0,76786.86,9600.0,,2018-04-03,2023-04-02,Aprovado,2018-04-03,,2018-03-16,
1792018,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0057301-6,300434,LAR ALTAIR MARTINS,43.657.469/0001-00,307042.0,CR.P.CONV - TIA DORA,180,,97936.5,13724.71,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2018-01-12,
965,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2013-0.343.532-9,300434,LAR ALTAIR MARTINS,43.657.469/0001-00,307042.0,CR.P.CONV - TIA DORA,180,,97936.5,13724.71,,2016-06-03,2018-12-02,Encerrado,2013-12-04,2013-12-04,2014-07-31,2017-12-31
2902017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046165-0,300082,ASS COMUNITARIA AURI VERDE,67.841.643/0001-39,308423.0,CR.P.CONV - TIRIBA,240,75.0,142855.5,25740.0,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
2251,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,2015-0.182.573-5,300082,ASS COMUNITARIA AURI VERDE,67.841.643/0001-39,308423.0,CR.P.CONV - TIRIBA,236,75.0,135311.77,25740.0,,2015-07-24,2018-01-23,Encerrado,2015-07-24,2015-07-24,2015-09-18,2017-12-31
2712017,108300,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,6016.2017/0046110-2,300445,INSTTUTO CRIANCA CIDADA,03.205.769/0001-34,306660.0,"CR.P.CONV - TRES CORACOES, CRECHE E PRE",262,54.0,147662.52,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-10-27,
